Date,Stock_Return,Excess_Return,Mkt-RF,SMB,HML,RMW,CMA,Mom,RF
2021-04-08,0.019233536021627806,0.019233536021627806,0.0062,0.0027,-0.011699999999999999,-0.0052,-0.0038,0.0121,0.0
2021-04-09,0.02025177076734419,0.02025177076734419,0.006500000000000001,-0.0060999999999999995,0.0015,0.0079,0.0009,-0.0019,0.0
2021-04-12,-0.013232929411907679,-0.013232929411907679,-0.0004,-0.0046,0.005600000000000001,0.0073,-0.0036,-0.0023,0.0
2021-04-13,0.02430671339749102,0.02430671339749102,0.0040999999999999995,-0.0077,-0.016,-0.010700000000000001,-0.0037,0.0091,0.0
2021-04-14,-0.017853461196396525,-0.017853461196396525,-0.0034000000000000002,0.0118,0.0141,0.0001,0.0067,-0.0016,0.0
2021-04-15,0.018707558195375285,0.018707558195375285,0.0106,-0.008,-0.011899999999999999,0.001,-0.0054,-0.0075,0.0
2021-04-16,-0.0025276318987565993,-0.0025276318987565993,0.0027,-0.0019,0.006500000000000001,0.0083,0.0018,-0.003,0.0
2021-04-19,0.005068424965329887,0.005068424965329887,-0.0072,-0.0066,0.0079,0.0072,0.0043,-0.012199999999999999,0.0
2021-04-20,-0.01282976141508907,-0.01282976141508907,-0.009300000000000001,-0.0138,-0.015700000000000002,0.0038,-0.0046,-0.0206,0.0
2021-04-21,0.0029299021212254583,0.0029299021212254583,0.011000000000000001,0.015300000000000001,0.0012,-0.004699999999999999,0.0009,0.020099999999999996,0.0
2021-04-22,-0.011685489049255149,-0.011685489049255149,-0.0078000000000000005,0.0063,-0.0077,-0.002,-0.002,-0.0013,0.0
2021-04-23,0.018038147197304788,0.018038147197304788,0.0126,0.0077,0.0069,-0.0034999999999999996,0.0003,0.018000000000000002,0.0
2021-04-26,0.0029781715646015616,0.0029781715646015616,0.0040999999999999995,0.0079,-0.005,-0.012,-0.0007000000000000001,0.0147,0.0
2021-04-27,-0.002449646415883522,-0.002449646415883522,-0.0003,0.0008,0.0085,0.0054,0.0006,0.0005,0.0
2021-04-28,-0.006026811885646577,-0.006026811885646577,-0.0007000000000000001,0.0029,0.002,-0.003,-0.0033,-0.0016,0.0
2021-04-29,-0.0007486377190282223,-0.0007486377190282223,0.004,-0.0076,0.0109,0.013300000000000001,-0.0022,-0.009000000000000001,0.0
2021-04-30,-0.015133470694247975,-0.015133470694247975,-0.008199999999999999,-0.0052,-0.0033,0.0013,-0.0040999999999999995,-0.0046,0.0
2021-05-03,0.008215067696634604,0.008215067696634604,0.0018,0.0073,0.017,0.0105,0.0108,-0.0038,0.0
2021-05-04,-0.03538505769379463,-0.03538505769379463,-0.0089,-0.0024,0.02,0.0109,0.005699999999999999,-0.0018,0.0
2021-05-05,0.0019552915411069627,0.0019552915411069627,-0.0005,-0.0016,0.013300000000000001,0.0064,0.0060999999999999995,0.0028000000000000004,0.0
2021-05-06,0.012802727765904631,0.012802727765904631,0.0049,-0.0049,0.0118,0.0123,0.0058,-0.0106,0.0
2021-05-07,0.005327223097109091,0.005327223097109091,0.0084,0.0045000000000000005,-0.0008,-0.0022,0.0015,0.0126,0.0
2021-05-10,-0.025804605982139517,-0.025804605982139517,-0.013500000000000002,-0.0128,0.0168,0.0116,0.0077,-0.022000000000000002,0.0
2021-05-11,-0.00741030079548044,-0.00741030079548044,-0.0063,0.0069,-0.0087,-0.0083,-0.0005,-0.0002,0.0
2021-05-12,-0.024938440789518346,-0.024938440789518346,-0.023399999999999997,-0.0115,0.006999999999999999,-0.0029,0.0014000000000000002,-0.0256,0.0
2021-05-13,0.017919898457801064,0.017919898457801064,0.0104,0.0048,0.0113,0.0138,0.0034000000000000002,-0.0021,0.0
2021-05-14,0.01984454464174723,0.01984454464174723,0.0179,0.0097,-0.0016,-0.0024,-0.0004,0.0182,0.0
2021-05-17,-0.00925846817710041,-0.00925846817710041,-0.0024,0.0072,0.0084,0.0002,0.0058,0.0028000000000000004,0.0
2021-05-18,-0.011245762916385349,-0.011245762916385349,-0.006999999999999999,0.0005,-0.009300000000000001,-0.0102,-0.0043,-0.0025,0.0
2021-05-19,-0.0012815745779776178,-0.0012815745779776178,-0.0034000000000000002,-0.0053,-0.0046,-0.0018,-0.0033,-0.0059,0.0
2021-05-20,0.0210121869063149,0.0210121869063149,0.011399999999999999,-0.0049,-0.014199999999999999,-0.0085,-0.0048,0.0023,0.0
2021-05-21,-0.014767172804005413,-0.014767172804005413,-0.0004,0.0046,0.0098,-0.0011,-0.0006,0.0022,0.0
2021-05-24,0.013314210368271073,0.013314210368271073,0.009899999999999999,-0.0048,-0.006999999999999999,0.0026,-0.0031,0.0113,0.0
2021-05-25,-0.0015735938489621626,-0.0015735938489621626,-0.003,-0.0085,-0.0123,0.002,-0.0015,0.0022,0.0
2021-05-26,-0.0003940339202522791,-0.0003940339202522791,0.0046,0.0177,0.005699999999999999,-0.0054,0.0014000000000000002,0.0172,0.0
2021-05-27,-0.012376912355112402,-0.012376912355112402,0.0027,0.0108,0.0095,-0.0026,0.0027,0.0159,0.0
2021-05-28,-0.005347818958532202,-0.005347818958532202,0.0004,-0.0037,-0.0032,-0.002,-0.004,-0.0034000000000000002,0.0
2021-06-01,-0.0026481772878123033,-0.0026481772878123033,0.0003,0.0141,0.0144,0.0029,0.0039000000000000003,0.009000000000000001,0.0
2021-06-02,0.00627608548456049,0.00627608548456049,0.0011,-0.0021,0.0032,-0.0007000000000000001,0.006999999999999999,-0.0074,0.0
2021-06-03,-0.012154231765833523,-0.012154231765833523,-0.0053,-0.0025,0.0073,0.0040999999999999995,0.0034000000000000002,-0.010700000000000001,0.0
2021-06-04,0.01902214182304962,0.01902214182304962,0.009000000000000001,-0.0059,-0.0091,-0.0015,-0.0022,0.0038,0.0
2021-06-07,7.940170442344296e-05,7.940170442344296e-05,0.0014000000000000002,0.0127,-0.0095,-0.01,-0.0021,0.0066,0.0
2021-06-08,0.006672013619173356,0.006672013619173356,0.0018,0.0108,-0.0031,0.0007000000000000001,-0.0009,0.0043,0.0
2021-06-09,0.0030771961807287695,0.0030771961807287695,-0.0029,-0.0045000000000000005,-0.0084,0.0016,0.0019,-0.011399999999999999,0.0
2021-06-10,-0.008023305210335896,-0.008023305210335896,0.0040999999999999995,-0.013300000000000001,-0.020499999999999997,-0.005600000000000001,-0.0105,-0.0159,0.0
2021-06-11,0.009832672682551946,0.009832672682551946,0.0037,0.0072,0.0017000000000000001,0.0004,0.0,0.0063,0.0
2021-06-14,0.024577713472785145,0.024577713472785145,0.0015,-0.0075,-0.016200000000000003,-0.0059,-0.0049,-0.0088,0.0
2021-06-15,-0.006437579107625768,-0.006437579107625768,-0.003,0.0023,0.0128,0.0067,0.0013,0.0007000000000000001,0.0
2021-06-16,0.003933861147469742,0.003933861147469742,-0.0046,0.0043,0.002,-0.0034000000000000002,-0.0024,0.0034999999999999996,0.0
2021-06-17,0.012600832238773396,0.012600832238773396,0.0001,-0.013500000000000002,-0.035699999999999996,-0.006999999999999999,-0.011000000000000001,-0.0184,0.0
2021-06-18,-0.010091579955742391,-0.010091579955742391,-0.0123,-0.008,-0.0144,-0.0043,-0.0070999999999999995,-0.0045000000000000005,0.0
2021-06-21,0.014103892993917677,0.014103892993917677,0.013600000000000001,0.0084,0.0106,0.004,0.0031,0.013600000000000001,0.0
2021-06-22,0.012698154796790595,0.012698154796790595,0.0058,-0.0009,-0.0043,0.002,0.002,0.0044,0.0
2021-06-23,-0.0020895883678138105,-0.0020895883678138105,0.0,0.0051,-0.0029,-0.0048,-0.0024,0.0116,0.0
2021-06-24,-0.0021688445734824313,-0.0021688445734824313,0.0069,0.0074,0.0023,-0.0039000000000000003,0.0026,0.0074,0.0
2021-06-25,-0.0022491893194511725,-0.0022491893194511725,0.0031,-0.005,0.0043,-0.0014000000000000002,0.0006,-0.0055000000000000005,0.0
2021-06-28,0.012546263404675795,0.012546263404675795,0.0021,-0.0086,-0.0159,-0.0049,-0.0014000000000000002,0.0005,0.0
2021-06-29,0.011500250857075622,0.011500250857075622,0.0001,-0.0039000000000000003,-0.003,0.0031,0.0039000000000000003,0.0012,0.0
2021-06-30,0.004621189667594061,0.004621189667594061,0.0007000000000000001,0.0013,0.0075,0.0072,0.0064,0.0075,0.0
2021-07-01,0.002263417089451103,0.002263417089451103,0.0044,0.0042,0.0044,0.0,0.0033,-0.0021,0.0
2021-07-02,0.019596445148945874,0.019596445148945874,0.005600000000000001,-0.015300000000000001,-0.006999999999999999,0.0066,-0.0014000000000000002,-0.008,0.0
2021-07-06,0.014718582928781254,0.014718582928781254,-0.0027,-0.0102,-0.02,0.0055000000000000005,-0.0075,-0.0148,0.0
2021-07-07,0.017954877715670614,0.017954877715670614,0.001,-0.0084,0.0008,0.017,0.0034999999999999996,-0.0113,0.0
2021-07-08,-0.009199591736146595,-0.009199591736146595,-0.0086,-0.0001,-0.0079,-0.0022,-0.0003,-0.0031,0.0
2021-07-09,0.013054775740231506,0.013054775740231506,0.0126,0.0085,0.015700000000000002,-0.0017000000000000001,0.0040999999999999995,0.0165,0.0
2021-07-12,-0.004203488489479046,-0.004203488489479046,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027,0.0086,0.0
2021-07-13,0.007889168037078065,0.007889168037078065,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012,-0.0121,0.0
2021-07-14,0.024100709363294337,0.024100709363294337,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063,-0.0138,0.0
2021-07-15,-0.004492162141380152,-0.004492162141380152,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001,-0.0068000000000000005,0.0
2021-07-16,-0.014076080350088116,-0.014076080350088116,-0.0076,-0.004,-0.0127,0.0013,-0.0084,-0.0154,0.0
2021-07-19,-0.02691434607691101,-0.02691434607691101,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111,-0.0063,0.0
2021-07-20,0.02597410596394334,0.02597410596394334,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033,0.0159,0.0
2021-07-21,-0.005131636681109275,-0.005131636681109275,0.0095,0.0073,0.008100000000000001,-0.0096,0.0008,0.018500000000000003,0.0
2021-07-22,0.009628522390980443,0.009628522390980443,0.001,-0.015600000000000001,-0.0102,0.005,-0.0043,-0.0066,0.0
2021-07-23,0.011988857700886868,0.011988857700886868,0.009899999999999999,-0.0033,-0.0045000000000000005,0.0049,-0.0036,0.001,0.0
2021-07-26,0.0028948436368914088,0.0028948436368914088,0.0018,0.0009,0.013300000000000001,0.0029,0.0087,0.0101,0.0
2021-07-27,-0.014900392566113752,-0.014900392566113752,-0.006500000000000001,-0.0046,0.0059,0.0046,0.0009,-0.0108,0.0
2021-07-28,-0.012195837949329769,-0.012195837949329769,0.0027,0.0121,-0.0064,-0.015700000000000002,-0.0073,0.0062,0.0
2021-07-29,0.004551988655582262,0.004551988655582262,0.0040999999999999995,0.0022,0.009399999999999999,0.008199999999999999,0.0055000000000000005,0.008,0.0
2021-07-30,0.0015107049956646357,0.0015107049956646357,-0.006500000000000001,-0.0009,-0.0018,0.005699999999999999,0.0042,-0.0011,0.0
2021-08-02,-0.0023313310854277125,-0.0023313310854277125,-0.0012,-0.0013,-0.0045000000000000005,-0.0007000000000000001,-0.0039000000000000003,-0.0005,0.0
2021-08-03,0.012644596537962682,0.012644596537962682,0.0073,-0.0039000000000000003,0.009300000000000001,0.006500000000000001,0.0027,0.0051,0.0
2021-08-04,-0.002782006417135996,-0.002782006417135996,-0.0039000000000000003,-0.0098,-0.015700000000000002,-0.0037,-0.0113,-0.0021,0.0
2021-08-05,0.0007484586230324108,0.0007484586230324108,0.0074,0.0108,-0.0012,-0.0129,-0.004,0.0085,0.0
2021-08-06,-0.004767162680571757,-0.004767162680571757,0.0009,0.0046,0.018799999999999997,0.0048,0.0029,0.0049,0.0
2021-08-09,-0.00034212737714833796,-0.00034212737714833796,0.0,-0.0046,-0.0027,-0.0064,-0.0052,0.0062,0.0
2021-08-10,-0.003354231377392658,-0.003354231377392658,0.0006,0.0038,0.0182,0.0072,0.0092,0.0040999999999999995,0.0
2021-08-11,0.0017859616025777125,0.0017859616025777125,0.002,0.003,0.0144,0.0091,0.005600000000000001,-0.0026,0.0
2021-08-12,0.020773295617072085,0.020773295617072085,0.0024,-0.0068000000000000005,-0.0040999999999999995,0.0007000000000000001,0.0011,0.0033,0.0
2021-08-13,0.001410373659183728,0.001410373659183728,0.0002,-0.0095,-0.0027,0.006999999999999999,-0.0001,-0.008199999999999999,0.0
2021-08-16,0.013548029070927115,0.013548029070927115,-0.0003,-0.0086,0.0006,0.0166,0.0022,-0.0048,0.0
2021-08-17,-0.0061542159624724535,-0.0061542159624724535,-0.0079,-0.005,-0.0013,-0.003,0.0008,-0.0124,0.0
2021-08-18,-0.02550072481105803,-0.02550072481105803,-0.0096,0.001,-0.0018,-0.0032,-0.0066,0.0044,0.0
2021-08-19,0.002322669327457394,0.002322669327457394,-0.0013,-0.0096,-0.0083,0.0138,-0.004699999999999999,-0.008100000000000001,0.0
2021-08-20,0.010157032720881976,0.010157032720881976,0.0092,0.0086,-0.005,-0.0036,-0.0032,0.0019,0.0
2021-08-23,0.01025696137413723,0.01025696137413723,0.010700000000000001,0.0075,-0.0083,-0.018500000000000003,-0.001,0.0073,0.0
2021-08-24,-0.0006009560750326326,-0.0006009560750326326,0.004,0.004,0.0034999999999999996,-0.0072,0.0002,0.009399999999999999,0.0
2021-08-25,-0.008421371810957812,-0.008421371810957812,0.0027,0.0006,0.0036,-0.0042,-0.0001,0.0072,0.0
2021-08-26,-0.005527308709544543,-0.005527308709544543,-0.006500000000000001,-0.0044,-0.0033,-0.0006,-0.0012,-0.0033,0.0
2021-08-27,0.007184679526330173,0.007184679526330173,0.010700000000000001,0.016399999999999998,0.0031,-0.0069,0.0016,0.0096,0.0
2021-08-30,0.03041710852077184,0.03041710852077184,0.0034999999999999996,-0.0069,-0.0139,0.0066,0.0007000000000000001,-0.011399999999999999,0.0
2021-08-31,-0.008424838254037614,-0.008424838254037614,-0.0013,0.0046,-0.0004,-0.004699999999999999,-0.002,-0.0024,0.0
2021-09-01,0.00447860001761935,0.00447860001761935,0.0011,0.004,-0.0096,-0.0045000000000000005,-0.0039000000000000003,-0.0060999999999999995,0.0
2021-09-02,0.007474921607745655,0.007474921607745655,0.0034999999999999996,0.002,-0.0002,-0.0044,0.0059,0.0022,0.0
2021-09-03,0.004230674384891664,0.004230674384891664,-0.0002,-0.005600000000000001,-0.0028000000000000004,0.0003,-0.0031,0.0026,0.0
2021-09-07,0.015489264387436252,0.015489264387436252,-0.0036,-0.0036,-0.0008,-0.006,0.0014000000000000002,0.0023,0.0
2021-09-08,-0.010083539945928144,-0.010083539945928144,-0.0033,-0.0074,0.0007000000000000001,0.0073,0.002,-0.0092,0.0
2021-09-09,-0.0067053416710615155,-0.0067053416710615155,-0.0028000000000000004,0.0025,0.0009,-0.0078000000000000005,-0.0027,0.0089,0.0
2021-09-10,-0.033101560773839744,-0.033101560773839744,-0.0076,-0.0003,0.0002,0.002,-0.0037,-0.0019,0.0
2021-09-13,0.003893431196113628,0.003893431196113628,0.0014000000000000002,0.0024,0.013500000000000002,0.0023,0.009300000000000001,0.0,0.0
2021-09-14,-0.00956219159029259,-0.00956219159029259,-0.0066,-0.0067,-0.0097,0.0042,-0.004699999999999999,-0.0009,0.0
2021-09-15,0.0061437790039282625,0.0061437790039282625,0.0088,0.0012,0.0067,-0.0024,0.0043,0.0105,0.0
2021-09-16,-0.0016105965348083284,-0.0016105965348083284,-0.0005,-0.001,-0.0058,-0.0042,-0.0053,-0.001,0.0
2021-09-17,-0.01834781647788586,-0.01834781647788586,-0.0074,0.01,-0.0005,-0.0064,-0.0048,-0.0078000000000000005,0.0
2021-09-20,-0.021360934729269254,-0.021360934729269254,-0.018600000000000002,-0.005600000000000001,0.0022,0.0078000000000000005,0.0023,-0.006500000000000001,0.0
2021-09-21,0.003427601682433945,0.003427601682433945,0.0003,0.0027,-0.0068000000000000005,-0.0043,-0.0036,0.0017000000000000001,0.0
2021-09-22,0.01687255864461079,0.01687255864461079,0.01,0.0014000000000000002,0.0060999999999999995,-0.0052,0.0046,0.013000000000000001,0.0
2021-09-23,0.006719394976644866,0.006719394976644866,0.0128,0.0046,0.0092,-0.0101,0.0022,0.010700000000000001,0.0
2021-09-24,0.0006129565570103246,0.0006129565570103246,0.0009,-0.004,0.0070999999999999995,0.005699999999999999,0.0023,0.0022,0.0
2021-09-27,-0.010549960016653537,-0.010549960016653537,-0.0011,0.0171,0.024399999999999998,-0.0024,0.0078000000000000005,0.0060999999999999995,0.0
2021-09-28,-0.023801455199992327,-0.023801455199992327,-0.0217,-0.0001,0.0176,0.0083,0.010700000000000001,-0.0058,0.0
2021-09-29,0.006482963590103141,0.006482963590103141,0.0004,-0.002,0.008100000000000001,0.0115,0.0034000000000000002,-0.0048,0.0
2021-09-30,-0.00931175224272418,-0.00931175224272418,-0.0103,0.0007000000000000001,-0.0077,-0.0124,-0.0037,-0.0014000000000000002,0.0
2021-10-01,0.008127185196781683,0.008127185196781683,0.011200000000000002,0.0048,0.0051,-0.0009,0.0055000000000000005,0.006500000000000001,0.0
2021-10-04,-0.024605794266620795,-0.024605794266620795,-0.014199999999999999,0.004,0.0235,0.0069,0.011000000000000001,0.0011,0.0
2021-10-05,0.014158832348878603,0.014158832348878603,0.0106,-0.0058,-0.0007000000000000001,-0.0009,-0.0034000000000000002,0.006999999999999999,0.0
2021-10-06,0.006306856133990735,0.006306856133990735,0.0034000000000000002,-0.01,-0.005,0.0033,-0.0068000000000000005,-0.008100000000000001,0.0
2021-10-07,0.00908458635661713,0.00908458635661713,0.0101,0.0045000000000000005,-0.0018,-0.0007000000000000001,0.0004,0.0063,0.0
2021-10-08,-0.0027218020272784527,-0.0027218020272784527,-0.0027,-0.0046,0.0113,0.0009,0.0059,0.0007000000000000001,0.0
2021-10-11,-0.0006299234665978481,-0.0006299234665978481,-0.0072,0.0023,-0.0028000000000000004,-0.0004,0.0028000000000000004,0.0009,0.0
2021-10-12,-0.009102950051206649,-0.009102950051206649,-0.0007000000000000001,0.0055000000000000005,-0.0043,-0.0088,-0.0028000000000000004,-0.0006,0.0
2021-10-13,-0.004240187291244979,-0.004240187291244979,0.0043,-0.0009,-0.0105,-0.0049,-0.0079,-0.004699999999999999,0.0
2021-10-14,0.020226071571789683,0.020226071571789683,0.0165,-0.0037,-0.0028000000000000004,0.0,-0.0012,0.0013,0.0
2021-10-15,0.007512446110564008,0.007512446110564008,0.0064,-0.0113,0.0028000000000000004,0.0037,-0.0008,0.0014000000000000002,0.0
2021-10-18,0.011805969291626806,0.011805969291626806,0.004,-0.0040999999999999995,-0.0001,0.005699999999999999,-0.0008,0.0137,0.0
2021-10-19,0.015080130707916473,0.015080130707916473,0.006999999999999999,-0.0048,-0.0024,-0.0017000000000000001,0.001,-0.0073,0.0
2021-10-20,0.0033612282396173754,0.0033612282396173754,0.0034000000000000002,0.0023,0.012,0.0028000000000000004,0.0055000000000000005,0.001,0.0
2021-10-21,0.0014737470529775365,0.0014737470529775365,0.0036,0.0003,-0.009899999999999999,0.0031,-0.0060999999999999995,0.0002,0.0
2021-10-22,-0.005284851032129945,-0.005284851032129945,-0.0025,0.0002,0.0102,0.0043,0.004699999999999999,0.0033,0.0
2021-10-25,-0.00033626000178865745,-0.00033626000178865745,0.005600000000000001,0.0036,-0.0013,-0.0040999999999999995,-0.0037,0.011699999999999999,0.0
2021-10-26,0.0045750321480495515,0.0045750321480495515,0.0005,-0.0078000000000000005,-0.003,-0.0038,-0.0015,-0.002,0.0
2021-10-27,-0.0031476749228351864,-0.0031476749228351864,-0.0076,-0.009399999999999999,-0.012,0.0086,-0.0063,-0.001,0.0
2021-10-28,0.02499164720483793,0.02499164720483793,0.0111,0.0083,-0.005,-0.0027,-0.0017000000000000001,0.008199999999999999,0.0
2021-10-29,-0.0181558315557675,-0.0181558315557675,0.0021,0.0013,-0.0083,0.005600000000000001,-0.0083,0.0058,0.0
2021-11-01,-0.00560732945308462,-0.00560732945308462,0.005,0.020499999999999997,0.0044,-0.0113,0.0007000000000000001,0.0096,0.0
2021-11-02,0.007115978999790995,0.007115978999790995,0.0025,-0.0033,-0.0055000000000000005,0.0042,0.0016,0.0001,0.0
2021-11-03,0.00979856546181912,0.00979856546181912,0.0079,0.0144,-0.0016,0.0021,-0.0043,-0.003,0.0
2021-11-04,-0.003498310688528794,-0.003498310688528794,0.0039000000000000003,-0.0029,-0.0138,0.0066,-0.0074,-0.0046,0.0
2021-11-05,0.0035820969765241184,0.0035820969765241184,0.0037,0.0079,0.012199999999999999,0.0005,0.013600000000000001,0.0083,0.0
2021-11-08,-0.005552847255344551,-0.005552847255344551,0.0016,0.0002,0.001,-0.0053,-0.0012,0.0046,0.0
2021-11-09,0.0024600106786332177,0.0024600106786332177,-0.0034000000000000002,-0.0013,0.0046,0.0059,0.0029,-0.0088,0.0
2021-11-10,-0.019163390782625078,-0.019163390782625078,-0.0104,-0.003,0.0095,0.0137,0.0002,-0.0092,0.0
2021-11-11,-0.0003380458037807177,-0.0003380458037807177,0.0017000000000000001,0.0062,0.0034000000000000002,0.0014000000000000002,0.001,0.0095,0.0
2021-11-12,0.014336995942289876,0.014336995942289876,0.0074,-0.0046,-0.0091,0.0037,-0.0029,-0.0021,0.0
2021-11-15,6.644696121282934e-05,6.644696121282934e-05,-0.0006,-0.0045000000000000005,0.006999999999999999,0.0053,0.005,-0.0017000000000000001,0.0
2021-11-16,0.006666853427846897,0.006666853427846897,0.0044,-0.0016,-0.0068000000000000005,0.0017000000000000001,-0.006500000000000001,0.0023,0.0
2021-11-17,0.016489870268845408,0.016489870268845408,-0.0040999999999999995,-0.006500000000000001,-0.0026,0.008100000000000001,0.0018,0.0001,0.0
2021-11-18,0.02853620314249561,0.02853620314249561,0.0014000000000000002,-0.0075,-0.0006,0.0125,-0.0011,0.0101,0.0
2021-11-19,0.016975916086966247,0.016975916086966247,-0.0025,-0.0040999999999999995,-0.0131,0.0103,-0.0064,0.0002,0.0
2021-11-22,0.0029276170545733393,0.0029276170545733393,-0.005699999999999999,0.0007000000000000001,0.0278,0.0125,0.0163,0.005699999999999999,0.0
2021-11-23,0.0024218715059598495,0.0024218715059598495,-0.0002,-0.0019,0.0177,0.0024,0.0115,0.0011,0.0
2021-11-24,0.003283751238181365,0.003283751238181365,0.003,-0.0014000000000000002,-0.0087,-0.0054,-0.0025,0.0013,0.0
2021-11-26,-0.03167858391713796,-0.03167858391713796,-0.0223,-0.0128,-0.0095,0.0026,-0.0060999999999999995,-0.0070999999999999995,0.0
2021-11-29,0.021873687828276367,0.021873687828276367,0.011000000000000001,-0.0131,-0.0078000000000000005,0.0038,-0.0031,0.0124,0.0
2021-11-30,0.031577439914492356,0.031577439914492356,-0.0195,0.0018,-0.0113,-0.0009,0.0039000000000000003,-0.0018,0.0
2021-12-01,-0.0032059081549461466,-0.0032059081549461466,-0.0159,-0.0044,0.0109,0.0233,0.0078000000000000005,-0.0022,0.0
2021-12-02,-0.006129910258917737,-0.006129910258917737,0.015300000000000001,0.01,0.0124,-0.0066,0.0004,-0.0026,0.0
2021-12-03,-0.011724549495322534,-0.011724549495322534,-0.0118,-0.0087,0.0108,0.0176,0.010700000000000001,-0.011200000000000002,0.0
2021-12-06,0.021502724555516384,0.021502724555516384,0.012,0.0084,0.0063,0.0009,0.0062,-0.0096,0.0
2021-12-07,0.03544629851946457,0.03544629851946457,0.0222,-0.0017000000000000001,-0.0178,-0.0144,-0.004699999999999999,0.009399999999999999,0.0
2021-12-08,0.022783007637348085,0.022783007637348085,0.0046,0.0034999999999999996,-0.0085,-0.0097,0.0019,-0.0053,0.0
2021-12-09,-0.002970079182482266,-0.002970079182482266,-0.0104,-0.0105,0.0155,0.0144,0.01,0.0,0.0
2021-12-10,0.028013438460837703,0.028013438460837703,0.0070999999999999995,-0.0087,0.0052,0.0138,0.0077,0.0077,0.0
2021-12-13,-0.02067415710775078,-0.02067415710775078,-0.0104,-0.0029,-0.009899999999999999,0.0031,-0.003,-0.0181,0.0
2021-12-14,-0.008023352816235674,-0.008023352816235674,-0.0076,-0.0034999999999999996,0.0165,0.0040999999999999995,0.0018,-0.003,0.0
2021-12-15,0.028509363811375366,0.028509363811375366,0.016200000000000003,0.0001,-0.0191,0.0005,-0.0034999999999999996,0.0049,0.0
2021-12-16,-0.03926404848260967,-0.03926404848260967,-0.011899999999999999,-0.0085,0.027999999999999997,0.0062,0.0067,-0.0113,0.0
2021-12-17,-0.006501796457143438,-0.006501796457143438,-0.0066,0.0147,-0.023399999999999997,-0.017,-0.0037,-0.016399999999999998,0.0
2021-12-20,-0.008122175008258403,-0.008122175008258403,-0.0126,-0.0021,-0.0040999999999999995,0.0003,0.0017000000000000001,-0.0032,0.0
2021-12-21,0.019086962043255662,0.019086962043255662,0.0206,0.0066,0.0019,-0.0109,-0.0024,0.0060999999999999995,0.0
2021-12-22,0.015318959110492303,0.015318959110492303,0.0097,0.0018,-0.0034999999999999996,0.0034000000000000002,0.0005,0.0095,0.0
2021-12-23,0.00364384035336629,0.00364384035336629,0.0072,0.0028000000000000004,-0.0049,-0.0037,-0.0040999999999999995,0.0004,0.0
2021-12-27,0.022974935225894555,0.022974935225894555,0.0123,-0.0013,0.0031,0.0098,0.0045000000000000005,0.0199,0.0
2021-12-28,-0.005767305837343084,-0.005767305837343084,-0.0026,-0.0040999999999999995,0.008199999999999999,0.0084,0.0023,-0.0054,0.0
2021-12-29,0.0005019478469130423,0.0005019478469130423,0.0007000000000000001,-0.0002,0.0017000000000000001,0.0070999999999999995,0.0,0.0044,0.0
2021-12-30,-0.006578218032510352,-0.006578218032510352,-0.0017000000000000001,0.0007000000000000001,-0.0040999999999999995,-0.0083,-0.0044,-0.0113,0.0
2021-12-31,-0.0035353023109072623,-0.0035353023109072623,-0.0031,0.0017000000000000001,0.0052,0.0034999999999999996,0.0045000000000000005,0.0046,0.0
2022-01-03,0.025004350242654683,0.025004350242654683,0.0072,0.0044,0.0077,-0.011699999999999999,0.0053,-0.0106,0.0
2022-01-04,-0.012691681719922188,-0.012691681719922188,-0.0027,-0.0006,0.0364,0.0064,0.015600000000000001,0.0044,0.0
2022-01-05,-0.026599823445575654,-0.026599823445575654,-0.0226,-0.009300000000000001,0.0258,0.0141,0.0129,-0.0075,0.0
2022-01-06,-0.016693572866833373,-0.016693572866833373,0.0,0.0038,0.0176,-0.005600000000000001,0.0001,0.0075,0.0
2022-01-07,0.0009884097311176898,0.0009884097311176898,-0.0049,-0.0096,0.0202,-0.0013,0.0085,-0.0062,0.0
2022-01-10,0.00011631811607482057,0.00011631811607482057,-0.0014000000000000002,-0.0031,-0.0026,-0.0006,-0.0036,-0.0014000000000000002,0.0
2022-01-11,0.01678351406963441,0.01678351406963441,0.0108,-0.002,-0.0027,-0.0124,0.0034999999999999996,-0.0011,0.0
2022-01-12,0.002570178470637563,0.002570178470637563,0.0013,-0.0085,0.0052,0.0076,0.0029,0.0124,0.0
2022-01-13,-0.019027751128723458,-0.019027751128723458,-0.0155,0.0088,0.0239,0.0118,0.0104,-0.0021,0.0
2022-01-14,0.005110597770199732,0.005110597770199732,0.0008,0.0005,0.0055000000000000005,-0.0085,0.0052,-0.001,0.0
2022-01-18,-0.018894200384615645,-0.018894200384615645,-0.0206,-0.009000000000000001,0.0138,0.0079,0.0098,0.0008,0.0
2022-01-19,-0.021024798747132256,-0.021024798747132256,-0.0102,-0.0036,-0.0067,0.0025,0.0009,-0.0038,0.0
2022-01-20,-0.010346906678615153,-0.010346906678615153,-0.0115,-0.0084,-0.0023,-0.0031,0.0009,-0.0044,0.0
