,Coefficient,HAC_Std_Error,t_stat,p_value,Significant_5pct,Significant_1pct
const,0.00018328608781881408,0.00031048267907273506,0.5903262892674173,0.5550692756259772,False,False
Mkt-RF,1.2120633068333801,0.041485257911539716,29.216723430233934,2.8734286392130696e-146,True,True
SMB,-0.10858087198418781,0.05140485088620941,-2.112268980694918,0.034843952108549854,True,False
HML,-0.4760463555357165,0.07230822502289544,-6.583571307205823,6.52516495246556e-11,True,True
RMW,0.4736709978939235,0.06222757688070239,7.611914550393094,5.002442948071159e-14,True,True
CMA,0.428128632869131,0.1109139787909495,3.860006083417738,0.00011866363926176237,True,True
Mom,-0.09414578727435349,0.03415484973899278,-2.7564398026577246,0.005920947448446455,True,True
